GeneId	GeneName
NCU01331.7	NHP2/L7aE family protein
NCU03546.7	conserved hypothetical protein
NCU17281.7	conserved hypothetical protein
NCU02934.7	conserved hypothetical protein
NCU04779.7	crp-41
NCU07433.7	conserved hypothetical protein
NCU08156.7	conserved hypothetical protein
NCU08649.7	conserved hypothetical protein
NCU01033.7	conserved hypothetical protein
NCU05350.7	conserved hypothetical protein
NCU06897.7	conserved hypothetical protein
NCU04360.7	conserved hypothetical protein
NCU07148.7	conserved hypothetical protein
NCU07560.7	mrp-34
NCU16411.7	ubiquitin-conjugating enzyme E
NIL	conserved hypothetical protein
NCU06459.7	differentiation regulator
NCU16791.7	abp-2
NCU04912.7	HET domain-containing protein
NCU07135.7	conserved hypothetical protein
NCU04862.7	conserved hypothetical protein
NCU02037.7	conserved hypothetical protein
NCU07958.7	sporulation protein SPS19
NCU09278.7	oxidoreductase
NCU04823.7	NADP-dependent alcohol dehydrogenase C
NCU04528.7	lacc
NCU03058.7	conserved hypothetical protein
NCU08042.7	fungal specific transcription factor domain-containing protein
NCU05364.7	tyrosine-protein phosphatase non-receptor type 6
NCU09908.7	conserved hypothetical protein
NCU09499.7	conserved hypothetical protein
NCU00093.7	conserved hypothetical protein
NCU12121.7	conserved hypothetical protein
NCU06767.7	replication factor C subunit 1
NCU00031.7	predicted protein
NCU05056.7	conserved hypothetical protein
NCU01452.7	crp-8
NCU06445.7	conserved hypothetical protein
NCU12076.7	predicted protein
NCU00264.7	conserved hypothetical protein
NCU06838.7	conserved hypothetical protein
NCU16766.7	predicted protein
NCU03483.7	ro-3
NCU00278.7	conserved hypothetical protein
NCU02414.7	eif2B-epsilon
NCU09032.7	conserved hypothetical protein
NCU01190.7	DUF410 domain-containing protein
NCU00657.7	conserved hypothetical protein
NCU03132.7	conserved hypothetical protein
NCU04284.7	conserved hypothetical protein
NCU09313.7	exocyst complex component Sec10
NCU01061.7	dienelactone hydrolase
NCU09550.7	conserved hypothetical protein
NCU05697.7	conserved hypothetical protein
NCU03530.7	acw-6
NCU00272.7	cul-4
NCU07379.7	bZIP-type transcription factor
NCU04789.7	RanGTP-binding protein
NCU03770.7	gh76-7
NCU05968.7	conserved hypothetical protein
NCU05313.7	mitochondria fission 1 protein
NCU09056.7	conserved hypothetical protein
NCU09574.7	conserved hypothetical protein
NCU05833.7	conserved hypothetical protein
NCU02175.7	phosphatidyl inositol-specific phospholipase C
NCU00348.7	pre-mRNA splicing factor ini1
NCU06363.7	conserved hypothetical protein
NCU09667.7	conserved hypothetical protein
NCU02840.7	rpt-1
NCU09413.7	conserved hypothetical protein
NCU01458.7	conserved hypothetical protein
NCU02880.7	conserved hypothetical protein
NCU03600.7	GTP-binding protein EsdC
NCU16497.7	conserved hypothetical protein
NCU09473.7	3-ketoacyl-acyl carrier protein reductase
NCU08435.7	rrp3
NCU01725.7	conserved hypothetical protein
NCU16991.7	conserved hypothetical protein
NCU10369.7	conserved hypothetical protein
NCU16913.7	predicted protein
NCU00748.7	conserved hypothetical protein
NCU08683.7	small GTPase RhoA
NCU09695.7	PaxU
NCU06907.7	conserved hypothetical protein
NCU08074.7	conserved hypothetical protein
NCU02928.7	conserved hypothetical protein
NCU00992.7	conserved hypothetical protein
NCU12046.7	gamma-butyrobetaine dioxygenase
NCU10376.7	hypothetical protein
NCU06621.7	conserved hypothetical protein
NCU04501.7	predicted protein
NCU01027.7	conserved hypothetical protein
NCU07247.7	gsl-13
NCU10246.7	conserved hypothetical protein
NCU09189.7	conserved hypothetical protein
NCU16483.7	conserved hypothetical protein
NCU03793.7	conserved hypothetical protein
NCU04934.7	conserved hypothetical protein
NCU08247.7	conserved hypothetical protein
NCU03274.7	conserved hypothetical protein
NCU16500.7	predicted protein
NCU00883.7	conserved hypothetical protein
NCU09516.7	mus-41
NCU05809.7	conserved hypothetical protein
NCU06648.7	polarized growth protein Boi2
NCU09720.7	conserved hypothetical protein
NCU05951.7	conserved hypothetical protein
NCU02558.7	MADS-box MEF2 type transcription factor
NIL	conserved hypothetical protein
NCU06887.7	conserved hypothetical protein
NCU06467.7	conserved hypothetical protein
NCU01416.7	conserved hypothetical protein
NCU03721.7	conserved hypothetical protein
NCU01019.7	conserved hypothetical protein
NCU09980.7	DUF255 domain-containing protein
NCU06697.7	Ser/Thr protein phosphatase
NCU01814.7	conserved hypothetical protein
NCU03797.7	ubiquitin C-terminal hydrolase
NCU09537.7	rho-GTPase-activating protein 8
NCU02613.7	conserved hypothetical protein
NCU00357.7	conserved hypothetical protein
NCU00518.7	MGS207 protein
NCU06019.7	conserved hypothetical protein
NIL	conserved hypothetical protein
NCU08101.7	conserved hypothetical protein
NCU02846.7	conserved hypothetical protein
NCU03266.7	conserved hypothetical protein
NCU06878.7	conserved hypothetical protein
NCU03416.7	telomeric repeat binding factor 1
NCU17172.7	37S ribosomal protein MRP4
NCU16685.7	tryptophanyl-tRNA synthetase
NCU02885.7	conserved hypothetical protein
NCU09401.7	conserved hypothetical protein
NCU01225.7	ubiquitin conjugating enzyme
NCU02548.7	conserved hypothetical protein
NCU03712.7	conserved hypothetical protein
NCU00310.7	conserved hypothetical protein
NCU09845.7	conserved hypothetical protein
NCU00074.7	conserved hypothetical protein
NCU09491.7	fea-1
NCU10567.7	hypothetical protein
NCU11210.7	conserved hypothetical protein
NCU00326.7	calcium homeostasis protein Regucalcin
NCU08319.7	developmental regulator flbA
NCU07436.7	conserved hypothetical protein
NCU02101.7	conserved hypothetical protein
NCU00833.7	conserved hypothetical protein
NCU05923.7	cdh-2
NCU04270.7	conserved hypothetical protein
NCU10910.7	conserved hypothetical protein
NCU17086.7	predicted protein
NCU08256.7	conserved hypothetical protein
NCU08053.7	conserved hypothetical protein
NCU00295.7	conserved hypothetical protein
NCU09440.7	predicted protein
NCU08421.7	conserved hypothetical protein
NCU07748.7	conserved hypothetical protein
NCU10895.7	msh4
NCU00773.7	conserved hypothetical protein
NCU03503.7	cot-5
NCU16398.7	predicted protein
NCU08860.7	conserved hypothetical protein
NCU01167.7	conserved hypothetical protein
NCU10161.7	conserved hypothetical protein
NCU05831.7	conserved hypothetical protein
NCU06822.7	conserved hypothetical protein
NCU07059.7	lipase/esterase
NCU00923.7	conserved hypothetical protein
NCU09198.7	questionable protein
NCU00267.7	conserved hypothetical protein
NCU06220.7	conserved hypothetical protein
NCU00171.7	calmodulin
NCU01944.7	conserved hypothetical protein
NCU01233.7	aldose reductase
NCU06108.7	UPF0135 protein
NCU07709.7	cation efflux system protein czcD
NCU09543.7	PQ loop repeat protein
NCU05288.7	rab GDP-dissociation inhibitor
NCU06579.7	bud3
NCU09357.7	stage V sporulation protein K
NCU07126.7	conserved hypothetical protein
NCU04471.7	conserved hypothetical protein
NCU16353.7	predicted protein
NCU06415.7	conserved hypothetical protein
NCU05881.7	DUF500 and UBA/TS-N domain-containing protein
NCU00835.7	conserved hypothetical protein
NCU07185.7	conserved hypothetical protein
NCU00500.7	conserved hypothetical protein
NCU04512.7	conserved hypothetical protein
NCU05522.7	PaaI_thioesterase
NCU09365.7	conserved hypothetical protein
NCU08175.7	conserved hypothetical protein
NCU07124.7	conserved hypothetical protein
NCU08738.7	MFS peptide transporter
NCU05265.7	conserved hypothetical protein
NCU09266.7	methylmalonate-semialdehyde dehydrogenase
NCU06070.7	conserved hypothetical protein
NCU01979.7	catechol dioxygenase
NCU04931.7	conserved hypothetical protein
NCU01208.7	conserved hypothetical protein
NCU00557.7	conserved hypothetical protein
NIL	conserved hypothetical protein
NCU07370.7	conserved hypothetical protein
NCU00166.7	isochorismatase domain-containing protein 2A
NCU03044.7	conserved hypothetical protein
NCU07893.7	RSC complex subunit Sfh1
NCU05592.7	ubiquitin-conjugating enzyme
NCU03560.7	DNA-directed RNA polymerase III subunit rpc-3
NCU03152.7	DUF1348 domain-containing protein
NCU03103.7	conserved hypothetical protein
NCU05341.7	conserved hypothetical protein
NCU03281.7	tcu-2
NCU16387.7	hypothetical protein
NCU08702.7	conserved hypothetical protein
NCU04900.7	predicted protein
NCU09937.7	gh76-5
NCU00432.7	conserved hypothetical protein
NCU03405.7	conserved hypothetical protein
NCU07955.7	pod-1
NCU07245.7	conserved hypothetical protein
NCU04941.7	conserved hypothetical protein
NCU12125.7	hypothetical protein
NCU07643.7	conserved hypothetical protein
NCU01274.7	conserved hypothetical protein
NCU08850.7	mus-18
NCU06759.7	conserved hypothetical protein
NCU01367.7	small nucleolar ribonucleoprotein complex subunit
NCU06164.7	conserved hypothetical protein
NCU06361.7	cwl1
NCU01254.7	cation efflux family protein family
NCU01098.7	conserved hypothetical protein
NCU09580.7	MSF membrane transporter
NCU06622.7	U2 small nuclear ribonucleoprotein A'
NCU02705.7	F1F0 ATP synthase assembly protein Atp10
NIL	conserved hypothetical protein
NCU08178.7	purine nucleoside permease
NCU16563.7	hypothetical protein
NCU04578.7	spr-2
NCU05680.7	alpha-1,2-mannosyltransferase Kre5
NCU06048.7	crp-73
NCU16457.7	hypothetical protein
NCU07462.7	conserved hypothetical protein
NCU00905.7	N-acylethanolamine amidohydrolase
NCU03288.7	conserved hypothetical protein
NCU09408.7	conserved hypothetical protein
NCU05970.7	conserved hypothetical protein
NCU02945.7	conserved hypothetical protein
NCU00143.7	conserved hypothetical protein
NCU07273.7	conserved hypothetical protein
NCU09599.7	conserved hypothetical protein
NCU03476.7	conserved hypothetical protein
NCU01317.7	crp-45
NCU00874.7	conserved hypothetical protein
NCU01266.7	phosphoinositide-specific phospholipase C
NCU01503.7	pre-rRNA processing protein Tsr1
NCU03319.7	COPII-coated vesicle protein SurF4/Erv29
NCU05199.7	conserved hypothetical protein
NCU16776.7	hypothetical protein
NCU09042.7	exo-beta-D-glucosaminidase
NCU10006.7	conserved hypothetical protein
NCU08308.7	conserved hypothetical protein
NCU04431.7	endo-1,3(4)-beta-glucanase
NCU03270.7	conserved hypothetical protein
NCU03297.7	cytochrome c peroxidase
NCU01701.7	ribitol kinase
NCU08367.7	conserved hypothetical protein
NCU17170.7	hypothetical protein
NCU05560.7	conserved hypothetical protein
NCU07336.7	conserved hypothetical protein
NCU09339.7	conserved hypothetical protein
NCU01534.7	conserved hypothetical protein
NCU09522.7	conserved hypothetical protein
NCU06354.7	small nuclear ribonucleoprotein E
NCU03852.7	GTPase activating protein
NCU04759.7	ntf2
NCU00376.7	Gtr1/RagA G domain-containing protein
NCU02520.7	thioredoxin
NCU03701.7	conserved hypothetical protein
NCU08364.7	choline sulfatase
NCU02968.7	conserved hypothetical protein
NCU02285.7	conserved hypothetical protein
NCU02742.7	conserved hypothetical protein
NCU00398.7	conserved hypothetical protein
NCU03964.7	conserved hypothetical protein
NCU05822.7	conserved hypothetical protein
NCU07889.7	conserved hypothetical protein
NCU09269.7	ran
NCU08093.7	conserved hypothetical protein
NCU08106.7	conserved hypothetical protein
NCU07526.7	conserved hypothetical protein
NCU01460.7	rpa-3
NCU04635.7	conserved hypothetical protein
NCU02513.7	YjeF domain-containing protein
NCU00054.7	conserved hypothetical protein
NCU07562.7	60S ribosomal protein L43
NCU02460.7	syn-1
NCU05006.7	cytochrome P450
NCU04416.7	conserved hypothetical protein
NCU06575.7	conserved hypothetical protein
NCU10035.7	conserved hypothetical protein
NCU06198.7	GDP-mannose transporter
NCU02018.7	short chain dehydrogenase
NCU06326.7	pectate lyase 1
NCU07588.7	conserved hypothetical protein
NCU04049.7	conserved hypothetical protein
NCU09590.7	conserved hypothetical protein
NCU02372.7	N(6)-adenine-specific DNA methyltransferase 2
NCU06094.7	conserved hypothetical protein
NCU09744.7	nuclear pore complex subunit
NCU05126.7	conserved hypothetical protein
NCU17014.7	hypothetical protein
NCU07509.7	geranylgeranyltransferase beta subunit
NCU07907.7	conserved hypothetical protein
NCU07302.7	conserved hypothetical protein
NCU07083.7	conserved hypothetical protein
NCU11357.7	cell cycle control protein
NCU04346.7	conserved hypothetical protein
NCU00371.7	tim23
NCU04634.7	isoflavone reductase
NCU06523.7	gh13-4
NCU07724.7	mitochondrial division protein 1
NCU09282.7	conserved hypothetical protein
NCU04301.7	peroxin
NCU03261.7	splicing factor U2AF 23 kDa subunit
NCU12033.7	class III chitinase
NCU09903.7	elongation factor 3
NCU08847.7	conserved hypothetical protein
NCU01336.7	conserved hypothetical protein
NCU07359.7	conserved hypothetical protein
NCU09694.7	conserved hypothetical protein
NCU03635.7	crp-67
NCU09445.7	Cip2
NCU09073.7	conserved hypothetical protein
NCU03795.7	cell division control protein 12
NCU07092.7	cytochrome P450 2C30
NCU02864.7	conserved hypothetical protein
NCU07241.7	conserved hypothetical protein
NCU09302.7	WD repeat-containing protein
NCU01060.7	conserved hypothetical protein
NCU03105.7	conserved hypothetical protein
NCU16445.7	hypothetical protein
NCU02293.7	conserved hypothetical protein
NCU03572.7	SWI-SNF complex subunit
NCU01436.7	questionable protein
NCU08432.7	conserved hypothetical protein
NCU07504.7	major facilitator superfamily transporter protein MFS1
NCU06163.7	hypothetical protein
NCU09689.7	conserved hypothetical protein
NCU01752.7	ncw-2
NCU06254.7	tRNA splicing 2' phosphotransferase 1
NCU00690.7	ribonuclease P complex subunit Pop1
NCU05541.7	conserved hypothetical protein
NCU09099.7	predicted protein
NCU06056.7	conserved hypothetical protein
NCU08775.7	conserved hypothetical protein
NCU02198.7	conserved hypothetical protein
NCU00574.7	conserved hypothetical protein
NCU04269.7	apr-6
NCU01290.7	centromere/microtubule-binding protein CBF5
NCU07403.7	secretory component protein shr3
NCU08018.7	fumarylacetoacetate hydrolase
NCU08118.7	pex1
NCU06128.7	conserved hypothetical protein
NCU05602.7	conserved hypothetical protein
NCU05773.7	conserved hypothetical protein
NCU10270.7	conserved hypothetical protein
NIL	conserved hypothetical protein
NCU16306.7	hypothetical protein
NCU08921.7	conserved hypothetical protein
NCU04421.7	anx14
NCU01865.7	conserved hypothetical protein
NCU02368.7	rhomboid protein 2
NCU16635.7	predicted protein
NCU09966.7	conserved hypothetical protein
NCU07815.7	conserved hypothetical protein
NCU11263.7	RING-15 protein
NIL	conserved hypothetical protein
NCU08425.7	major facilitator superfamily transporter MFS_1
NCU08918.7	conserved hypothetical protein
NCU07030.7	conserved hypothetical protein
NCU04752.7	conserved hypothetical protein
NCU05535.7	conserved hypothetical protein
NCU05217.7	RNA exonuclease 4
NCU08970.7	conserved hypothetical protein
NCU07838.7	conserved hypothetical protein
NCU09970.7	conserved hypothetical protein
NCU04909.7	conserved hypothetical protein
NCU07779.7	ccr4
NCU01615.7	conserved hypothetical protein
NCU16409.7	hypothetical protein
NCU02630.7	heat shock protein 78
NCU09082.7	conserved hypothetical protein
NCU03791.7	conserved hypothetical protein
NCU05520.7	conserved hypothetical protein
NCU05160.7	ATP-dependent Zn protease
NCU05540.7	conserved hypothetical protein
NCU06954.7	conserved hypothetical protein
NCU02388.7	conserved hypothetical protein
NCU00240.7	conserved hypothetical protein
NCU00234.7	conserved hypothetical protein
NCU01491.7	conserved hypothetical protein
NCU06534.7	conserved hypothetical protein
NCU09674.7	O-methyltransferase family 3
NCU04147.7	Ser/Thr protein phosphatase
NCU03708.7	conserved hypothetical protein
NCU08604.7	conserved hypothetical protein
NCU07221.7	two-component system protein A
NCU08969.7	conserved hypothetical protein
NCU06789.7	conserved hypothetical protein
NCU09205.7	vad-6
NCU11109.7	ORM1
NCU00724.7	conserved hypothetical protein
NCU08879.7	conserved hypothetical protein
NCU01077.7	conserved hypothetical protein
NCU02599.7	BAP31 domain-containing protein
NCU00260.7	oxidoreductase
NCU07834.7	MYB DNA-binding domain-containing protein
NCU05962.7	conserved hypothetical protein
NCU09519.7	2,5-diketo-D-gluconic acid reductase A
NCU08882.7	NAD binding Rossmann fold oxidoreductase
NCU16999.7	conserved hypothetical protein
NCU07122.7	conserved hypothetical protein
NCU16832.7	F-box domain-containing protein
NCU01686.7	conserved hypothetical protein
NIL	ND5
NIL	conserved hypothetical protein
NCU04388.7	phosphatidylglycerol/phosphatidylinositol transfer protein
NCU03113.7	SH3 domain-containing protein
NCU00116.7	aab-1
NCU06707.7	conserved hypothetical protein
NCU06656.7	acu-15
NCU07437.7	eif1A
NCU00450.7	sucrose transporter
NCU11108.7	conserved hypothetical protein
NCU07288.7	conserved hypothetical protein
